time,delta_seg_1,delta_seg_2,delta_seg_3
2016-01-05 02:00:00,-0.012856699705961039,-0.06356244642470388,-0.08067670391041837
2016-01-05 03:00:00,-0.012257483614862785,-0.04812958622481711,-0.08722732064795236
2016-01-05 04:00:00,0.005512936038733596,-0.048355077376702305,-0.0830767498529772
2016-01-05 05:00:00,-0.0012799962017373545,-0.05369522822200057,-0.08185968091092533
2016-01-05 06:00:00,-0.0027889654489120508,-0.0619706311313345,-0.08847993084341488
2016-01-05 07:00:00,0.00048210179526941843,-0.058117960966323934,-0.07617643995747214
2016-01-05 08:00:00,-0.014297010468616866,-0.052714310342904414,-0.07357634544836467
2016-01-05 09:00:00,-0.0031238673189528665,-0.05906281073612529,-0.08673320392538386
2016-01-05 10:00:00,0.0014670183297609274,-0.049267272041431776,-0.08148273406506978
2016-01-05 11:00:00,0.0037044702777173644,-0.055715289617146335,-0.08025170571373441
2016-01-05 12:00:00,-0.0033658500640026956,-0.04937954382196341,-0.07196547546303955
2016-01-05 13:00:00,-0.001852189614788946,-0.04443972274502228,-0.08027192012560058
2016-01-05 14:00:00,-0.005079545747012859,-0.05786161103323295,-0.08450985983219683
2016-01-05 15:00:00,-0.008844882697246037,-0.05475371657979211,-0.0805911925840862
2016-01-05 16:00:00,-0.007941942859887363,-0.049016980491442985,-0.07449978037002492
2016-01-05 17:00:00,-0.0015307134942089684,-0.045302426527645934,-0.08021454105840164
2016-01-05 18:00:00,-0.004092876631424658,-0.042630442823290315,-0.08183882990027624
2016-01-05 19:00:00,-0.00032911684212699743,-0.05110505814749189,-0.07411868967524027
2016-01-05 20:00:00,0.0006932115508730963,-0.048611468668406155,-0.07434207832388995
2016-01-05 21:00:00,0.009423494194444215,-0.04696832359014613,-0.08219109297687899
2016-01-05 22:00:00,-0.006915270832220877,-0.03629211392880782,-0.07730664189915781
2016-01-05 23:00:00,-0.0036250149762221406,-0.05129387315357259,-0.0757498575168234
2016-01-06 00:00:00,-0.005811051642927723,-0.05456195725365798,-0.08022417119199377
2016-01-06 01:00:00,0.001214213606151704,-0.0489821691175798,-0.08188779971917781
2016-01-06 02:00:00,0.0019273058582693903,-0.05128465245245328,-0.08125176613527563
2016-01-06 03:00:00,0.0015746720322709074,-0.054973471541140295,-0.0846168462087995
2016-01-06 04:00:00,-0.0035869421558102355,-0.04685040547125896,-0.08357629256856591
2016-01-06 05:00:00,-0.0012231801246040952,-0.04869834909252013,-0.07427425612847383
2016-01-06 06:00:00,-0.011487085314762502,-0.052195869275763696,-0.07915623583593268
2016-01-06 07:00:00,-0.00721572358389444,-0.05112624421813594,-0.08133033104770215
2016-01-06 08:00:00,-0.022528455493811328,-0.05727363059002677,-0.08316516397323337
2016-01-06 09:00:00,-0.008308315951739198,-0.054281096213562696,-0.07937986920434847
2016-01-06 10:00:00,0.0007848836734500875,-0.05213196679073806,-0.07609460182322336
2016-01-06 11:00:00,0.004323028482063229,-0.04845876114654135,-0.07767566065116549
2016-01-06 12:00:00,0.006295024612428035,-0.05520802567378935,-0.07096372665737372
2016-01-06 13:00:00,0.005479296111181808,-0.043977373389812446,-0.0738676513462605
2016-01-06 14:00:00,0.0027361184424354867,-0.05002972879647938,-0.08040098474317448
2016-01-06 15:00:00,-0.00495558887731451,-0.051505486524133115,-0.07647038611229717
2016-01-06 16:00:00,-0.005717863539186574,-0.04569526043616412,-0.07228609213449222
2016-01-06 17:00:00,0.007109049334186768,-0.05775164069514527,-0.07610811375911752
2016-01-06 18:00:00,-0.0073383509951605586,-0.04406612825140466,-0.08069562684448428
2016-01-06 19:00:00,0.009486939441331721,-0.046667138973901956,-0.07810007386246653
2016-01-06 20:00:00,0.003073803480974968,-0.059177754056690235,-0.0728591703612409
2016-01-06 21:00:00,0.007691393933671353,-0.049647823787895784,-0.07337735335470008
2016-01-06 22:00:00,0.0016379066957659116,-0.05099786154237973,-0.07454375251950673
2016-01-06 23:00:00,0.0019895894082375687,-0.052943433384903815,-0.07198598942529433
2016-01-07 00:00:00,-0.006502032806888658,-0.04947569424984943,-0.0827313493483649
2016-01-07 01:00:00,-0.01039299767100188,-0.04642742762022989,-0.0750694323752703
2016-01-07 02:00:00,-0.0007924716372005314,-0.051529191982234046,-0.07384826950584322
2016-01-07 03:00:00,0.002513626922947765,-0.04928989198950273,-0.07343843820247697
2016-01-07 04:00:00,-0.0034393828184786646,-0.052775496436219926,-0.08288340107885228
2016-01-07 05:00:00,-0.004146701559473165,-0.05408549324198997,-0.07817726257785018
2016-01-07 06:00:00,0.0037447616490171587,-0.054149666791187046,-0.08355157788399004
2016-01-07 07:00:00,0.006021739559522343,-0.052614950610704536,-0.08111847239506598
2016-01-07 08:00:00,-0.0064601419711297625,-0.051655301092928374,-0.07408764778397048
2016-01-07 09:00:00,-0.00657952189230826,-0.06113660369348273,-0.08713842979515485
2016-01-07 10:00:00,-0.0019322603510875114,-0.05982669206784197,-0.07616077924935061
2016-01-07 11:00:00,-0.007073099140637473,-0.04956330562390765,-0.08225854216711115
2016-01-07 12:00:00,0.0014142042951501566,-0.04614089228893303,-0.07211228353228427
2016-01-07 13:00:00,0.00422645645986508,-0.052032453864362394,-0.07743962356165257
2016-01-07 14:00:00,-0.011265299498705028,-0.051275150333062736,-0.08545949620838067
2016-01-07 15:00:00,0.010247077393700899,-0.05246885342463059,-0.08396654561440353
2016-01-07 16:00:00,-0.005972957589483574,-0.056538226706253414,-0.07605017152643745
2016-01-07 17:00:00,-0.014099513417755394,-0.05846445801889355,-0.07779723639982583
2016-01-07 18:00:00,-0.0021444321156739443,-0.047984941166404504,-0.07645302973805279
2016-01-07 19:00:00,-0.006131253341507548,-0.05165084973484313,-0.07117699620336826
2016-01-07 20:00:00,-0.006607989110286705,-0.05255508594064506,-0.07725617740819823
2016-01-07 21:00:00,0.005749289420172721,-0.05110884019319861,-0.08400024251752936
2016-01-07 22:00:00,-0.006464871845373588,-0.04668384099360834,-0.07902903329056776
2016-01-07 23:00:00,-0.004450058790674727,-0.05262568925844724,-0.08103439840107507
2016-01-08 00:00:00,0.012780408932773657,-0.04949502389881433,-0.08282827235980494
2016-01-08 01:00:00,0.005065322030350705,-0.052606651212947164,-0.07813001952332166
2016-01-08 02:00:00,-0.009352171545183197,-0.05508287395513389,-0.08413870019111769
2016-01-08 03:00:00,-0.005319293756528065,-0.054175199924274775,-0.08027702158940764
2016-01-08 04:00:00,-0.005806186734263918,-0.05929758877102209,-0.0834237310993362
2016-01-08 05:00:00,-0.0045543554235587536,-0.054790096109642805,-0.08105191066307171
2016-01-08 06:00:00,-0.008614724972412224,-0.056008720317001215,-0.07401235052547517
2016-01-08 07:00:00,-0.007071667366766898,-0.05021850966575836,-0.08053217891635256
2016-01-08 08:00:00,0.012483863493975011,-0.05673481495895494,-0.08444117162130327
2016-01-08 09:00:00,0.016906613827723405,-0.04825358119103629,-0.07559460609617752
2016-01-08 10:00:00,0.00016476291728828585,-0.05221444390748564,-0.0755810197975384
2016-01-08 11:00:00,0.0045125848686873304,-0.045061253367855825,-0.08363497789747054
2016-01-08 12:00:00,0.008147647864696461,-0.04976106231311295,-0.08205324155501059
2016-01-08 13:00:00,0.006100196871029029,-0.05736534060610021,-0.07524772437970917
2016-01-08 14:00:00,0.0033272313382890495,-0.048136565171014056,-0.07761050702618566
2016-01-08 15:00:00,-0.004342907827276976,-0.05878588575313204,-0.06903330566951571
2016-01-08 16:00:00,-0.0002999731502939529,-0.06098018245685144,-0.07922495000282614
2016-01-08 17:00:00,-0.004797423908885046,-0.05207960157229441,-0.07128740737096417
2016-01-08 18:00:00,0.01091467002018165,-0.04195038536306972,-0.07121108052271474
2016-01-08 19:00:00,0.003277499112505078,-0.04926285859137003,-0.06700617684783206
2016-01-08 20:00:00,0.008134297123654655,-0.048230512342677945,-0.0684866731785192
2016-01-08 21:00:00,0.0012974885786793955,-0.05050781608367527,-0.07587666007099547
2016-01-08 22:00:00,0.00011067302640976884,-0.043341131591871584,-0.07942633464863469
2016-01-08 23:00:00,0.001352891580827853,-0.05561692436639909,-0.08425571334488158
2016-01-09 00:00:00,0.0045755236196012294,-0.05295469252587648,-0.07693077818778415
2016-01-09 01:00:00,-0.0035793273451015795,-0.059642911093699125,-0.07941583781989914
2016-01-09 02:00:00,0.009437032423226466,-0.0520621440415755,-0.08382165787925056
2016-01-09 03:00:00,-0.005684306769856651,-0.06065308589883511,-0.08001000632170441
2016-01-09 04:00:00,-0.008088347450695088,-0.04483093350561096,-0.07633361129916283
2016-01-09 05:00:00,-0.012876834189276098,-0.05769539584152905,-0.07752087903229632
2016-01-09 06:00:00,-0.0061263317482482815,-0.04749402222150778,-0.07614894490230506
2016-01-09 07:00:00,-0.007033925762864213,-0.06228859711051671,-0.08038306310509635
2016-01-09 08:00:00,0.0023676870068101152,-0.04898366773012308,-0.0738089759462931
2016-01-09 09:00:00,0.008423965455356397,-0.0531985645469637,-0.07890012288414305
2016-01-09 10:00:00,-0.004808906778699051,-0.048033534232152175,-0.08374695892831796
2016-01-09 11:00:00,-0.001609335606816087,-0.05473327971449071,-0.07837586636790894
2016-01-09 12:00:00,-0.009447826390700631,-0.0495235520041587,-0.07627813552987661
2016-01-09 13:00:00,-0.013838565839481176,-0.03782141338541367,-0.07633883428006982
2016-01-09 14:00:00,-0.0030946756122229857,-0.04788104370396806,-0.07936377441264608
2016-01-09 15:00:00,-0.0080170564743004,-0.049301913742607395,-0.0760981292965518
2016-01-09 16:00:00,0.020174740167958838,-0.048523911418728694,-0.0748102238318078
2016-01-09 17:00:00,0.003557089538906766,-0.04797255894094854,-0.07613608463209665
2016-01-09 18:00:00,-0.011453157455644014,-0.04997051050735912,-0.06847883203226046
2016-01-09 19:00:00,0.002973628103587922,-0.04743888333843849,-0.07989068546245737
2016-01-09 20:00:00,0.010509281767029144,-0.039584059632837176,-0.06966680091566813
2016-01-09 21:00:00,0.013417202883897472,-0.05454986363643455,-0.07137328671562515
2016-01-09 22:00:00,0.006738754039997907,-0.056316273775175896,-0.07730484139692972
2016-01-09 23:00:00,0.002095947978191237,-0.04277532058483724,-0.08211645782771881
2016-01-10 00:00:00,-0.010653749874715568,-0.05495497930928728,-0.06766323893126214
2016-01-10 01:00:00,-0.0011989727718765275,-0.04387533294426815,-0.07891424656869195
2016-01-10 02:00:00,0.006361949181663773,-0.05504329294469923,-0.08175666716213992
2016-01-10 03:00:00,0.007420470568642701,-0.052810177023552396,-0.08160446590249792
2016-01-10 04:00:00,-0.005452611433581667,-0.05039464882861455,-0.08456385374382058
2016-01-10 05:00:00,-0.011790867352409862,-0.06493185435158255,-0.08364967137083146
2016-01-10 06:00:00,-0.00932703119468481,-0.04750096247066804,-0.0816877584698763
2016-01-10 07:00:00,-0.007653268515934952,-0.05728709846748359,-0.07846416573539039
2016-01-10 08:00:00,-0.0059272361359355985,-0.05557631723707013,-0.0811936565003375
2016-01-10 09:00:00,-0.003548215814862088,-0.04759328542370189,-0.08431259118129641
2016-01-10 10:00:00,0.0008626398239099942,-0.061878832523119875,-0.07723843868406421
2016-01-10 11:00:00,0.006011690408107562,-0.052988730013254215,-0.07837589251887267
2016-01-10 12:00:00,0.0004548554794321369,-0.05062358698349101,-0.07789150197315797
2016-01-10 13:00:00,0.0032378512345760946,-0.050374256424717045,-0.08299489457338305
2016-01-10 14:00:00,0.0047955237220593805,-0.04265188017985655,-0.0790030782561395
2016-01-10 15:00:00,0.0004071240586289715,-0.05518728974096254,-0.07753879421903265
2016-01-10 16:00:00,0.0026823617638480624,-0.055261542849883494,-0.07705049812158848
2016-01-10 17:00:00,-0.005008788736853176,-0.0500284288738192,-0.07767482247967572
2016-01-10 18:00:00,-0.00782903223677589,-0.055664620719677704,-0.07971977493428173
2016-01-10 19:00:00,-0.0006806208447903694,-0.05084428541585084,-0.07979824674804536
2016-01-10 20:00:00,0.0036285419328685453,-0.061935565309403806,-0.08525449654902861
2016-01-10 21:00:00,-0.00046864447657501973,-0.05023953709924667,-0.07913534893358576
2016-01-10 22:00:00,-0.0013159099945334596,-0.053834846139905745,-0.08404366695895149
2016-01-10 23:00:00,-0.002919385065139668,-0.05687502847678494,-0.08067861181160862
2016-01-11 00:00:00,0.005854992408588444,-0.0560355428944852,-0.08308209829157032
2016-01-11 01:00:00,0.0004798945769335372,-0.06110967202456241,-0.07411909949993412
2016-01-11 02:00:00,0.0008467408558867628,-0.051919868150127946,-0.08328569818813392
2016-01-11 03:00:00,-0.001565543714005857,-0.05340169001108808,-0.08049295273042611
2016-01-11 04:00:00,0.0009288651914960422,-0.05793467230138982,-0.07561794054454285
2016-01-11 05:00:00,0.004145051775047204,-0.06291584788532789,-0.08125381756340344
2016-01-11 06:00:00,0.0014983747361425603,-0.048851726526781714,-0.07564771257955105
2016-01-11 07:00:00,-0.008635173121334327,-0.054829537838822495,-0.0713972743519431
2016-01-11 08:00:00,-0.0034874718917020653,-0.05201886130601985,-0.08018364893624463
2016-01-11 09:00:00,-0.006054233639276596,-0.051830492977219866,-0.08135991126432862
2016-01-11 10:00:00,-0.013932146133109002,-0.052972388063470266,-0.0827558172137084
2016-01-11 11:00:00,0.004991799357636051,-0.049581811183265545,-0.07958073070433513
2016-01-11 12:00:00,-0.004045895838142188,-0.05149384412858993,-0.08199562151078543
2016-01-11 13:00:00,0.0022711307926492896,-0.056568836882562645,-0.08634907162257344
2016-01-11 14:00:00,-0.01114156508724784,-0.051166630464498764,-0.08685058149079716
2016-01-11 15:00:00,0.0013050534786458456,-0.04243778730998504,-0.07657119673432544
2016-01-11 16:00:00,0.0052363196650455635,-0.043402372726645044,-0.08025361730876668
2016-01-11 17:00:00,0.00334822844460847,-0.05678583097988987,-0.0757476199164655
2016-01-11 18:00:00,-0.0018080464805818597,-0.04957554419566079,-0.08383045572540548
2016-01-11 19:00:00,0.0042946493718079015,-0.04524072006140545,-0.07671500382377505
2016-01-11 20:00:00,0.0005404282831407148,-0.05735786469628956,-0.07790104362634409
2016-01-11 21:00:00,0.01097336851317765,-0.05429994013153938,-0.08002745582640403
2016-01-11 22:00:00,-0.00037530419044662366,-0.051542021917004965,-0.0732771132704384
2016-01-11 23:00:00,-0.006365956347799462,-0.06123222062589384,-0.07412668018821367
2016-01-12 00:00:00,0.006934091675217191,-0.03894060712324943,-0.08517145821653005
2016-01-12 01:00:00,-0.0005409701477521178,-0.05559690471843792,-0.08497567480924118
2016-01-12 02:00:00,-0.015137529043499298,-0.04862193166544215,-0.07567384309687675
2016-01-12 03:00:00,-0.016432456051116873,-0.05439513378420058,-0.08434614033558985
2016-01-12 04:00:00,-0.00986355432364372,-0.05070466935434703,-0.07986969417112999
2016-01-12 05:00:00,-0.008192168254720134,-0.06244698157386175,-0.09223046585925987
2016-01-12 06:00:00,-0.00450866581277698,-0.060083473967758705,-0.08156915876201565
2016-01-12 07:00:00,-0.010256878969794436,-0.04992341116236498,-0.08647169160223678
2016-01-12 08:00:00,0.004397029836489708,-0.05638579780373154,-0.08390080640476183
2016-01-12 09:00:00,0.003493417605123117,-0.05535996098086682,-0.0813312811917054
2016-01-12 10:00:00,-0.002009144235889715,-0.0558551551917047,-0.09077463027683907
2016-01-12 11:00:00,-0.004473138806083021,-0.055674533359404865,-0.08565400483393737
2016-01-12 12:00:00,-0.004950940209060506,-0.051828490272974426,-0.08325470021622106
2016-01-12 13:00:00,0.007782932736312587,-0.050371111090679155,-0.0829353129750795
2016-01-12 14:00:00,-0.00314261784368719,-0.05256133188315293,-0.07379897512842537
2016-01-12 15:00:00,-0.008515907254776023,-0.05485859693598516,-0.06631117648641349
2016-01-12 16:00:00,-0.0005419877812302687,-0.05144070067049433,-0.07045484289181136
2016-01-12 17:00:00,0.003043512838477813,-0.05246508811814987,-0.07868138316657003
2016-01-12 18:00:00,0.0006508395952264934,-0.052827542102276914,-0.07638087750705369
2016-01-12 19:00:00,-0.0021535383914539352,-0.042665003693091785,-0.07488853045095711
2016-01-12 20:00:00,-0.009606633468451586,-0.04892828390642279,-0.07866727165002552
2016-01-12 21:00:00,0.006393742173833816,-0.05801239984611761,-0.08331817570303901
2016-01-12 22:00:00,0.008751275725631835,-0.05091792887584046,-0.08092563143127718
2016-01-12 23:00:00,0.0019113137191248963,-0.056568349815151575,-0.07337538556922674
2016-01-13 00:00:00,-0.005422646945526077,-0.05312417575647421,-0.08094770959341768
2016-01-13 01:00:00,-0.01928045075047402,-0.0521200229904174,-0.08466032149635294
2016-01-13 02:00:00,-0.01271602532441507,-0.06006629874486824,-0.08433890797445687
2016-01-13 03:00:00,-0.00460202194969328,-0.05634040233361648,-0.08048139389588993
2016-01-13 04:00:00,-0.006052541230738728,-0.06074102000850945,-0.07889712800951709
2016-01-13 05:00:00,-0.0054859149978350175,-0.054926689961173225,-0.08102551749533837
2016-01-13 06:00:00,-0.0037882204888970428,-0.05417812875932071,-0.08240796145056317
2016-01-13 07:00:00,-0.01285096489616977,-0.06437864369157054,-0.08443935284854731
2016-01-13 08:00:00,0.0022801236253291446,-0.061206963210892695,-0.08853743372283351
2016-01-13 09:00:00,-0.006468680949263228,-0.06062079724769842,-0.07864476509813201
2016-01-13 10:00:00,-0.008086832471998373,-0.0639792985349048,-0.08141326169545937
2016-01-13 11:00:00,0.0031828982874471112,-0.056567042723394745,-0.08478698251857031
2016-01-13 12:00:00,0.005089472918087701,-0.05269156119580043,-0.06636649896331237
2016-01-13 13:00:00,0.002948924599985858,-0.04566213561334875,-0.08257064289128058
2016-01-13 14:00:00,0.004388370182484946,-0.04755096628812039,-0.07966196304462148
2016-01-13 15:00:00,-0.0020169429101173364,-0.05107969485415964,-0.07948264972079877
2016-01-13 16:00:00,0.003919304260106449,-0.057627338727688326,-0.08011097145274781
2016-01-13 17:00:00,-0.006693410924794585,-0.04627095378277146,-0.0735603753609928
2016-01-13 18:00:00,0.0005441089482858263,-0.05200775360004384,-0.07609162380676682
2016-01-13 19:00:00,0.01870346221639574,-0.04321612780264883,-0.07813415781655753
2016-01-13 20:00:00,-0.0006349459889560816,-0.05644391050257569,-0.08332038888658766
2016-01-13 21:00:00,0.004108217858608709,-0.05602023402154743,-0.08082069019584281
2016-01-13 22:00:00,-0.0017638683423295554,-0.050505214553995814,-0.07957524088259627
2016-01-13 23:00:00,0.0036040971406514632,-0.05021977747327311,-0.07755047655684144
2016-01-14 00:00:00,-3.7722548402063794e-05,-0.048413732094392925,-0.08053433764666962
2016-01-14 01:00:00,0.012082362561836923,-0.058970156708788135,-0.08184205744593209
2016-01-14 02:00:00,-0.016256596737343143,-0.05386851158788286,-0.07841880407877255
2016-01-14 03:00:00,0.013503182699340588,-0.050717350406459305,-0.07949908635312775
2016-01-14 04:00:00,-0.0032706452435118383,-0.06401957193632923,-0.07788943572380502
2016-01-14 05:00:00,-0.0021392446419123967,-0.05823057037548329,-0.07930941865912389
2016-01-14 06:00:00,0.0022361024040606914,-0.044848798961852454,-0.08230705408133054
2016-01-14 07:00:00,-0.006924533612361672,-0.05118883372965377,-0.07367116156728248
2016-01-14 08:00:00,-0.001911454410798319,-0.055416079948099606,-0.07922451460991997
2016-01-14 09:00:00,-0.00657850620380751,-0.04589228804048995,-0.07842686177697378
2016-01-14 10:00:00,-0.004743219525622955,-0.049322962618285726,-0.07977873876565655
2016-01-14 11:00:00,-0.012755671616342834,-0.05614501092137292,-0.0749667892396354
2016-01-14 12:00:00,-0.004782973071688068,-0.039708074428549955,-0.08075430089154356
